Unicode	字	地區	粵拼	備註
U+26FDF	𦿟	H	ji2	無
U+26FE0	𦿠	T	？	無
U+26FE1	𦿡	T	？	無
U+26FE2	𦿢	T	？	無
U+26FE3	𦿣	T	？	無
U+26FE4	𦿤	T	？	無
U+26FE5	𦿥	T	？	無
U+26FE6	𦿦	T	？	無
U+26FE7	𦿧	T	？	無
U+26FE8	𦿨	T	？	無
U+26FE9	𦿩	T	？	無
U+26FEA	𦿪	T	？	無
U+26FEB	𦿫	T	？	無
U+26FEC	𦿬	T	？	無
U+26FED	𦿭	T	？	無
U+26FEE	𦿮	T	？	無
U+26FEF	𦿯	T	？	無
U+26FF0	𦿰	T	？	無
U+26FF1	𦿱	T	？	無
U+26FF2	𦿲	T	？	無
U+26FF3	𦿳	T	？	無
U+26FF4	𦿴	T	？	無
U+26FF5	𦿵	T	？	無
U+26FF6	𦿶	J	？	無
U+26FF7	𦿷	J	？	無
U+26FF8	𦿸	J	？	無
U+26FF9	𦿹	T	？	無
U+26FFA	𦿺	T	？	無
U+26FFB	𦿻	T	？	無
U+26FFC	𦿼	T	？	無
U+26FFD	𦿽	T	？	無
U+26FFE	𦿾	T	？	無
U+26FFF	𦿿	T	？	無
U+27000	𧀀	T	？	無
U+27001	𧀁	T	？	無
U+27002	𧀂	T	？	無
U+27003	𧀃	G	？	無
U+27004	𧀄	G,T	？	無
U+27005	𧀅	G,T	？	無
U+27006	𧀆	G,T	？	無
U+27007	𧀇	G,T	？	無
U+27008	𧀈	G	？	無
U+27009	𧀉	G	？	無
U+2700A	𧀊	G	？	無
U+2700B	𧀋	G	？	無
U+2700C	𧀌	G	？	無
U+2700D	𧀍	G,T	？	無
U+2700E	𧀎	H,K	gou1	無
U+2700F	𧀏	V	？	無
U+27010	𧀐	V	？	無
U+27011	𧀑	V	？	無
U+27012	𧀒	V	？	無
U+27013	𧀓	V	？	無
U+27014	𧀔	G,T	？	無
U+27015	𧀕	G,T	？	無
U+27016	𧀖	G,T	？	無
U+27017	𧀗	G,T	？	無
U+27018	𧀘	G,T	？	無
U+27019	𧀙	G,T	？	無
U+2701A	𧀚	G,T	？	無
U+2701B	𧀛	G,T	？	無
U+2701C	𧀜	V	？	無
U+2701D	𧀝	G,T	？	無
U+2701E	𧀞	V	？	無
U+2701F	𧀟	V	？	無
U+27020	𧀠	G,T	？	無
U+27021	𧀡	G,T	？	無
U+27022	𧀢	G,T	？	無
U+27023	𧀣	G,KP,T	？	無
U+27024	𧀤	G,T	？	無
U+27025	𧀥	G,T	？	無
U+27026	𧀦	G,KP,T	？	無
U+27027	𧀧	G,KP,T	？	無
U+27028	𧀨	G,KP,T,V	？	無
U+27029	𧀩	G,T	？	無
U+2702A	𧀪	G,T	？	無
U+2702B	𧀫	G,T	？	無
U+2702C	𧀬	G,KP,T	？	無
U+2702D	𧀭	G,KP,T	？	無
U+2702E	𧀮	G,T	？	無
U+2702F	𧀯	G,T	？	無
U+27030	𧀰	G,KP,T	？	無
U+27031	𧀱	G,KP,T	？	無
U+27032	𧀲	G,KP,T	？	無
U+27033	𧀳	G,T	？	無
U+27034	𧀴	G,KP,T	？	無
U+27035	𧀵	G,KP,T	？	無
U+27036	𧀶	G	？	無
U+27037	𧀷	G,T	？	無
U+27038	𧀸	G,T	？	無
U+27039	𧀹	G,T	？	無
U+2703A	𧀺	G,KP,T	？	無
U+2703B	𧀻	G,T	？	無
U+2703C	𧀼	G,T	？	無
U+2703D	𧀽	G,T	？	無
U+2703E	𧀾	G,T	？	無
U+2703F	𧀿	G,T	？	無
U+27040	𧁀	G,T	？	無
U+27041	𧁁	G,T	？	無
U+27042	𧁂	G,T	？	無
U+27043	𧁃	G,T	？	無
U+27044	𧁄	G,T	？	無
U+27045	𧁅	G,T	？	無
U+27046	𧁆	G,T	？	無
U+27047	𧁇	G,T	？	無
U+27048	𧁈	G,T	？	無
U+27049	𧁉	G,T	？	無
U+2704A	𧁊	G,T	？	無
U+2704B	𧁋	G,H,T	man5	無
U+2704C	𧁌	G,T	？	無
U+2704D	𧁍	G,KP,T	？	無
U+2704E	𧁎	G	？	無
U+2704F	𧁏	KP,T	？	無
U+27050	𧁐	G	？	無
U+27051	𧁑	T	？	無
U+27052	𧁒	H	joeng6	無
U+27053	𧁓	H	lung4,nung4	無
U+27054	𧁔	T	？	無
U+27055	𧁕	T	？	無
U+27056	𧁖	T	？	無
U+27057	𧁗	T	？	無
U+27058	𧁘	T	？	無
U+27059	𧁙	T	？	無
U+2705A	𧁚	T	？	無
U+2705B	𧁛	T	？	無
U+2705C	𧁜	T	？	無
U+2705D	𧁝	T	？	無
U+2705E	𧁞	T	？	無
U+2705F	𧁟	T	？	無
U+27060	𧁠	T	？	無
U+27061	𧁡	T	？	無
U+27062	𧁢	T	？	無
U+27063	𧁣	T	？	無
U+27064	𧁤	T	？	無
U+27065	𧁥	T	？	無
U+27066	𧁦	T	？	無
U+27067	𧁧	T	？	無
U+27068	𧁨	T	？	無
U+27069	𧁩	T	？	無
U+2706A	𧁪	T	？	無
U+2706B	𧁫	T	？	無
U+2706C	𧁬	T	？	無
U+2706D	𧁭	T	？	無
U+2706E	𧁮	T	？	無
U+2706F	𧁯	T	？	無
U+27070	𧁰	G,KP,T	？	無
U+27071	𧁱	G	？	無
U+27072	𧁲	G	？	無
U+27073	𧁳	G	？	無
U+27074	𧁴	V	？	無
U+27075	𧁵	V	？	無
U+27076	𧁶	V	？	無
U+27077	𧁷	V	？	無
U+27078	𧁸	V	？	無
U+27079	𧁹	V	？	無
U+2707A	𧁺	V	？	無
U+2707B	𧁻	T	？	無
U+2707C	𧁼	G,T	？	無
U+2707D	𧁽	G,T	？	無
U+2707E	𧁾	G,KP,T	？	無
U+2707F	𧁿	G,KP,T	？	無
U+27080	𧂀	G,KP,T	？	無
U+27081	𧂁	G,T,V	？	無
U+27082	𧂂	G,T	？	無
U+27083	𧂃	G,T	？	無
U+27084	𧂄	G,KP,T,V	？	無
U+27085	𧂅	G,KP,T	？	無
U+27086	𧂆	G,T	？	無
U+27087	𧂇	G,KP	？	無
U+27088	𧂈	G,H,T	ziu2	無
U+27089	𧂉	G,KP,T	？	無
U+2708A	𧂊	G,T	？	無
U+2708B	𧂋	G,T	？	無
U+2708C	𧂌	G,T	？	無
U+2708D	𧂍	G,T	？	無
U+2708E	𧂎	G,T	？	無
U+2708F	𧂏	G,KP,T	？	無
U+27090	𧂐	G,T	？	無
U+27091	𧂑	G,T	？	無
U+27092	𧂒	G,KP,T	？	無
U+27093	𧂓	G,T	？	無
U+27094	𧂔	G,T	？	無
U+27095	𧂕	G,T	？	無
U+27096	𧂖	G,T	？	無
U+27097	𧂗	G,T	？	無
U+27098	𧂘	G,T	？	無
U+27099	𧂙	G,T	？	無
U+2709A	𧂚	G,T	？	無
U+2709B	𧂛	G,T	？	無
U+2709C	𧂜	G,T	？	無
U+2709D	𧂝	G,T	？	無
U+2709E	𧂞	G,T	？	無
U+2709F	𧂟	G,T	？	無
U+270A0	𧂠	G	？	無
U+270A1	𧂡	G,T	？	無
U+270A2	𧂢	G	？	無
U+270A3	𧂣	G,T	？	無
U+270A4	𧂤	G,T	？	無
U+270A5	𧂥	G,T	？	無
U+270A6	𧂦	G	？	無
U+270A7	𧂧	G,T	？	無
U+270A8	𧂨	G,T	？	無
U+270A9	𧂩	G,T	？	無
U+270AA	𧂪	G	？	無
U+270AB	𧂫	G	？	無
U+270AC	𧂬	G	？	無
U+270AD	𧂭	G,H	lau6,nau6	無
U+270AE	𧂮	H	zing6	無
U+270AF	𧂯	H	wan5	無
U+270B0	𧂰	T	？	無
U+270B1	𧂱	T	？	無
U+270B2	𧂲	T	？	無
U+270B3	𧂳	T	？	無
U+270B4	𧂴	T	？	無
U+270B5	𧂵	T	？	無
U+270B6	𧂶	T	？	無
U+270B7	𧂷	T	？	無
U+270B8	𧂸	T	？	無
U+270B9	𧂹	T	？	無
U+270BA	𧂺	T	？	無
U+270BB	𧂻	T	？	無
U+270BC	𧂼	T	？	無
U+270BD	𧂽	T	？	無
U+270BE	𧂾	T	？	無
U+270BF	𧂿	T	？	無
U+270C0	𧃀	T	？	無
U+270C1	𧃁	T	？	無
U+270C2	𧃂	T	？	無
U+270C3	𧃃	T	？	無
U+270C4	𧃄	T	？	無
U+270C5	𧃅	T	？	無
U+270C6	𧃆	T	？	無
U+270C7	𧃇	T	？	無
U+270C8	𧃈	G,T	？	無
U+270C9	𧃉	G,T	？	無
U+270CA	𧃊	G	？	無
U+270CB	𧃋	V	？	無
U+270CC	𧃌	V	？	無
U+270CD	𧃍	H	kwai4	無
U+270CE	𧃎	T	？	無
U+270CF	𧃏	G,T	？	無
U+270D0	𧃐	G,KP,T	？	無
U+270D1	𧃑	G,T	？	無
U+270D2	𧃒	G,H,KP,T	leoi5	無
U+270D3	𧃓	G,T	？	無
U+270D4	𧃔	G,T	？	無
U+270D5	𧃕	G,T	？	無
U+270D6	𧃖	G,T	？	無
U+270D7	𧃗	G,T	？	無
U+270D8	𧃘	G,T	？	無
U+270D9	𧃙	G,T	？	無
U+270DA	𧃚	G,T	？	無
U+270DB	𧃛	G,T	？	無
U+270DC	𧃜	G,T	？	無
U+270DD	𧃝	G,KP,T	？	無
U+270DE	𧃞	G,T	？	無
U+270DF	𧃟	G,T	？	無
U+270E0	𧃠	G,T	？	無
U+270E1	𧃡	G,T	？	無
U+270E2	𧃢	G,T	？	無
U+270E3	𧃣	G,T	？	無
U+270E4	𧃤	G,T	？	無
U+270E5	𧃥	G,T	？	無
U+270E6	𧃦	G,T	？	無
U+270E7	𧃧	G,T	？	無
U+270E8	𧃨	G,T	？	無
U+270E9	𧃩	G,KP,T	？	無
U+270EA	𧃪	G,T	？	無
U+270EB	𧃫	G,T	？	無
U+270EC	𧃬	G,KP,T	？	無
U+270ED	𧃭	G	？	無
U+270EE	𧃮	G,T	？	無
U+270EF	𧃯	G,T	？	無
U+270F0	𧃰	G,T	？	無
U+270F1	𧃱	G	？	無
U+270F2	𧃲	G	？	無
U+270F3	𧃳	G	？	無
U+270F4	𧃴	J	？	無
U+270F5	𧃵	V	？	無
U+270F6	𧃶	V	？	無
U+270F7	𧃷	V	？	無
U+270F8	𧃸	H	fai1	無
U+270F9	𧃹	T	？	無
U+270FA	𧃺	T	？	無
U+270FB	𧃻	T	？	無
U+270FC	𧃼	T	？	無
U+270FD	𧃽	T,V	？	無
U+270FE	𧃾	T	？	無
U+270FF	𧃿	T	？	無
U+27100	𧄀	T	？	無
U+27101	𧄁	T	？	無
U+27102	𧄂	T	？	無
U+27103	𧄃	T	？	無
U+27104	𧄄	T	？	無
U+27105	𧄅	T	？	無
U+27106	𧄆	T	？	無
U+27107	𧄇	T	？	無
U+27108	𧄈	V	？	無
U+27109	𧄉	H,T	zung2	無
U+2710A	𧄊	V	？	無
U+2710B	𧄋	T	？	無
U+2710C	𧄌	H	dan2	無
U+2710D	𧄍	G,H,J,KP,T	kiu4	無
U+2710E	𧄎	G,T	？	無
U+2710F	𧄏	G,T	？	無
U+27110	𧄐	G,T	？	無
U+27111	𧄑	G,T	？	無
U+27112	𧄒	G,KP,T	？	無
U+27113	𧄓	G,KP,T	？	無
U+27114	𧄔	G,KP,T	？	無
U+27115	𧄕	G,T	？	無
U+27116	𧄖	G,T	？	無
U+27117	𧄗	G,T	？	無
U+27118	𧄘	G,T	？	無
U+27119	𧄙	G,T	？	無
U+2711A	𧄚	G,T	？	無
U+2711B	𧄛	G,T	？	無
U+2711C	𧄜	G,T	？	無
U+2711D	𧄝	G,T	？	無
U+2711E	𧄞	G,T	？	無
U+2711F	𧄟	G,T	？	無
U+27120	𧄠	G,T	？	無
U+27121	𧄡	G,T	？	無
U+27122	𧄢	G,T	？	無
U+27123	𧄣	G,T	？	無
U+27124	𧄤	G	？	無
U+27125	𧄥	G	？	無
U+27126	𧄦	H	fuk1	無
U+27127	𧄧	H	wan3	無
U+27128	𧄨	T	？	無
U+27129	𧄩	T	？	無
U+2712A	𧄪	T	？	無
U+2712B	𧄫	T	？	無
U+2712C	𧄬	T	？	無
U+2712D	𧄭	T	？	無
U+2712E	𧄮	T	？	無
U+2712F	𧄯	G	？	無
U+27130	𧄰	G	？	無
U+27131	𧄱	K	？	無
U+27132	𧄲	V	？	無
U+27133	𧄳	V	？	無
U+27134	𧄴	V	？	無
U+27135	𧄵	V	？	無
U+27136	𧄶	G,T	？	無
U+27137	𧄷	G,T	？	無
U+27138	𧄸	G,T	？	無
U+27139	𧄹	G,J,KP,T	？	無
U+2713A	𧄺	G,KP,T	？	無
U+2713B	𧄻	G,T	？	無
U+2713C	𧄼	G,KP,T	？	無
U+2713D	𧄽	G,KP,T	？	無
U+2713E	𧄾	G,T	？	無
U+2713F	𧄿	G,T	？	無
U+27140	𧅀	G,T	？	無
U+27141	𧅁	G,T	？	無
U+27142	𧅂	G,T	？	無
U+27143	𧅃	G,T	？	無
U+27144	𧅄	G,T	？	無
U+27145	𧅅	G,T	？	無
U+27146	𧅆	G,T	？	無
U+27147	𧅇	G,T	？	無
U+27148	𧅈	G,T	？	無
U+27149	𧅉	G,T	？	無
U+2714A	𧅊	G,T	？	無
U+2714B	𧅋	G,T	？	無
U+2714C	𧅌	G,T	？	無
U+2714D	𧅍	G,T	？	無
U+2714E	𧅎	T	？	無
U+2714F	𧅏	T	？	無
U+27150	𧅐	T	？	無
U+27151	𧅑	T	？	無
U+27152	𧅒	T	？	無
U+27153	𧅓	G,T	？	無
U+27154	𧅔	T	？	無
U+27155	𧅕	V	？	無
U+27156	𧅖	G,KP,T	？	無
U+27157	𧅗	G,T	？	無
U+27158	𧅘	G,T	？	無
U+27159	𧅙	G,T	？	無
U+2715A	𧅚	G,T	？	無
U+2715B	𧅛	G,T	？	無
U+2715C	𧅜	G,T	？	無
U+2715D	𧅝	G,T	？	無
U+2715E	𧅞	G,T	？	無
U+2715F	𧅟	G,T	？	無
U+27160	𧅠	G,T	？	無
U+27161	𧅡	G,T	？	無
U+27162	𧅢	G,T	？	無
U+27163	𧅣	G	？	無
U+27164	𧅤	H	bou2	無
U+27165	𧅥	H	hing1	無
U+27166	𧅦	T	？	無
U+27167	𧅧	T	？	無
U+27168	𧅨	T	？	無
U+27169	𧅩	G,T	？	無
U+2716A	𧅪	G,T	？	無
U+2716B	𧅫	V	？	無
U+2716C	𧅬	V	？	無
U+2716D	𧅭	V	？	無
U+2716E	𧅮	G,T	？	無
U+2716F	𧅯	G,T	？	無
U+27170	𧅰	G,T	？	無
U+27171	𧅱	G,T	？	無
U+27172	𧅲	G,T	？	無
U+27173	𧅳	G,T	？	無
U+27174	𧅴	T	？	無
U+27175	𧅵	H	pan4	無
U+27176	𧅶	T	？	無
U+27177	𧅷	T	？	無
U+27178	𧅸	G,T	？	無
U+27179	𧅹	G	？	無
U+2717A	𧅺	G,T	？	無
U+2717B	𧅻	G,T	？	無
U+2717C	𧅼	G,T	？	無
U+2717D	𧅽	G,T	？	無
U+2717E	𧅾	G,T	？	無
U+2717F	𧅿	G	？	無
U+27180	𧆀	G	？	無
U+27181	𧆁	T	？	無
U+27182	𧆂	G	？	無
U+27183	𧆃	G,T	？	無
U+27184	𧆄	V	？	無
U+27185	𧆅	T	？	無
U+27186	𧆆	G,T	？	無
U+27187	𧆇	G,KP,T	？	無
U+27188	𧆈	G,T	？	無
U+27189	𧆉	G,T	？	無
U+2718A	𧆊	G,T	？	無
U+2718B	𧆋	T	？	無
U+2718C	𧆌	G,KP	？	無
U+2718D	𧆍	T	？	無
U+2718E	𧆎	T	？	無
U+2718F	𧆏	G,T	？	無
U+27190	𧆐	G,KP,T	？	無
U+27191	𧆑	G,T	？	無
U+27192	𧆒	G,T	？	無
U+27193	𧆓	G,KP,T	？	無
U+27194	𧆔	G,T	？	無
U+27195	𧆕	G,T	？	無
U+27196	𧆖	G,T	？	無
U+27197	𧆗	G,T	？	無
U+27198	𧆘	G,T	？	無
U+27199	𧆙	G,T	？	無
U+2719A	𧆚	T	？	無
U+2719B	𧆛	T	？	無
U+2719C	𧆜	G,KP,T	？	無
U+2719D	𧆝	G,T	？	無
U+2719E	𧆞	G,T	？	無
U+2719F	𧆟	G	？	無
U+271A0	𧆠	T	？	無
U+271A1	𧆡	G	？	無
U+271A2	𧆢	G	？	無
U+271A3	𧆣	G,T	？	無
U+271A4	𧆤	G,T	？	無
U+271A5	𧆥	G,KP,T	？	無
U+271A6	𧆦	G,KP,T	？	無
U+271A7	𧆧	G,T	？	無
U+271A8	𧆨	G,T	？	無
U+271A9	𧆩	G,T	？	無
U+271AA	𧆪	G,T	？	無
U+271AB	𧆫	G,T	？	無
U+271AC	𧆬	G,T	？	無
U+271AD	𧆭	G	？	無
U+271AE	𧆮	G	？	無
U+271AF	𧆯	G	？	無
U+271B0	𧆰	G	？	無
U+271B1	𧆱	G,T	？	無
U+271B2	𧆲	T	？	無
U+271B3	𧆳	T	？	無
U+271B4	𧆴	T	？	無
U+271B5	𧆵	T	？	無
U+271B6	𧆶	T	？	無
U+271B7	𧆷	G	？	無
U+271B8	𧆸	G	？	無
U+271B9	𧆹	G	？	無
U+271BA	𧆺	G,T	？	無
U+271BB	𧆻	G,T	？	無
U+271BC	𧆼	G,KP,T	？	無
U+271BD	𧆽	G,T	？	無
U+271BE	𧆾	G,T	？	無
U+271BF	𧆿	G,T	？	無
U+271C0	𧇀	G	？	無
U+271C1	𧇁	G,T	？	無
U+271C2	𧇂	G,T	？	無
U+271C3	𧇃	G,T	？	無
U+271C4	𧇄	G,T	？	無
U+271C5	𧇅	G,T	？	無
U+271C6	𧇆	G,T	？	無
U+271C7	𧇇	G,T	？	無
U+271C8	𧇈	G,T	？	無
U+271C9	𧇉	T	？	無
U+271CA	𧇊	T	？	無
U+271CB	𧇋	T	？	無
U+271CC	𧇌	G	？	無
U+271CD	𧇍	G,H,T	haa1	無
U+271CE	𧇎	G	？	無
U+271CF	𧇏	G	？	無
U+271D0	𧇐	G,T	？	無
U+271D1	𧇑	G,T	？	無
U+271D2	𧇒	G,T	？	無
U+271D3	𧇓	G,KP,T	？	無
U+271D4	𧇔	G,T	？	無
U+271D5	𧇕	T	？	無
U+271D6	𧇖	G	？	無
U+271D7	𧇗	T	？	無
U+271D8	𧇘	G,T	？	無
U+271D9	𧇙	G	？	無
U+271DA	𧇚	G	？	無
U+271DB	𧇛	G	？	無
U+271DC	𧇜	G,KP,T	？	無
U+271DD	𧇝	G,KP,T	？	無
U+271DE	𧇞	G,T	？	無
U+271DF	𧇟	G,KP,T	？	無
U+271E0	𧇠	G,KP,T	？	無
U+271E1	𧇡	G,T	？	無
U+271E2	𧇢	G,T	？	無
U+271E3	𧇣	G,T	？	無
U+271E4	𧇤	G,T	？	無
U+271E5	𧇥	G,KP,T	？	無
U+271E6	𧇦	G,T	？	無
U+271E7	𧇧	G,T	？	無
U+271E8	𧇨	T	？	無
U+271E9	𧇩	T	？	無
U+271EA	𧇪	T	？	無
U+271EB	𧇫	T	？	無
U+271EC	𧇬	T	？	無
U+271ED	𧇭	G,T	？	無
U+271EE	𧇮	G	？	無
U+271EF	𧇯	G	？	無
U+271F0	𧇰	G	？	無
U+271F1	𧇱	G,T	？	無
U+271F2	𧇲	G,T	？	無
U+271F3	𧇳	T	？	無
U+271F4	𧇴	T	？	無
U+271F5	𧇵	T	？	無
U+271F6	𧇶	G	？	無
U+271F7	𧇷	G	？	無
U+271F8	𧇸	G	？	無
U+271F9	𧇹	G	？	無
U+271FA	𧇺	G	？	無
U+271FB	𧇻	G,T	？	無
U+271FC	𧇼	G,KP,T	？	無
U+271FD	𧇽	G,T	？	無
U+271FE	𧇾	G,KP,T	？	無
U+271FF	𧇿	G,T	？	無
U+27200	𧈀	G,T	？	無
U+27201	𧈁	G,T	？	無
U+27202	𧈂	G	？	無
U+27203	𧈃	T	？	無
U+27204	𧈄	G	？	無
U+27205	𧈅	G	？	無
U+27206	𧈆	G,T	？	無
U+27207	𧈇	G,T	？	無
U+27208	𧈈	G,KP,T	？	無
U+27209	𧈉	G,T	？	無
U+2720A	𧈊	G	？	無
U+2720B	𧈋	G,T	？	無
U+2720C	𧈌	G	？	無
U+2720D	𧈍	G,T	？	無
U+2720E	𧈎	G,T	？	無
U+2720F	𧈏	G	？	無
U+27210	𧈐	G,T	？	無
U+27211	𧈑	G,KP,T	？	無
U+27212	𧈒	G,T	？	無
U+27213	𧈓	G,T	？	無
U+27214	𧈔	G	？	無
U+27215	𧈕	G,T	？	無
U+27216	𧈖	G,T	？	無
U+27217	𧈗	G,T	？	無
U+27218	𧈘	G,T	？	無
U+27219	𧈙	G	？	無
U+2721A	𧈚	G,T	？	無
U+2721B	𧈛	H	si1	無
U+2721C	𧈜	G,T	？	無
U+2721D	𧈝	G,KP,T	？	無
U+2721E	𧈞	G,T	？	無
U+2721F	𧈟	G,KP,T	？	無
U+27220	𧈠	G,T	？	無
U+27221	𧈡	G	？	無
U+27222	𧈢	G	？	無
U+27223	𧈣	T,V	？	無
U+27224	𧈤	T	？	無
U+27225	𧈥	T	？	無
U+27226	𧈦	G	？	無
U+27227	𧈧	G,T	？	無
U+27228	𧈨	G,KP,T	？	無
U+27229	𧈩	G,T	？	無
U+2722A	𧈪	G,KP,T	？	無
U+2722B	𧈫	G,KP,T	？	無
U+2722C	𧈬	G,KP,T	？	無
U+2722D	𧈭	G,T	？	無
U+2722E	𧈮	G,T	？	無
U+2722F	𧈯	G,T	？	無
U+27230	𧈰	G,T	？	無
U+27231	𧈱	G,KP	？	無
U+27232	𧈲	G	？	無
U+27233	𧈳	G	？	無
U+27234	𧈴	T	？	無
U+27235	𧈵	T	？	無
U+27236	𧈶	T	？	無
U+27237	𧈷	T	？	無
U+27238	𧈸	T	？	無
U+27239	𧈹	G,T	？	無
U+2723A	𧈺	G,T	？	無
U+2723B	𧈻	G,T	？	無
U+2723C	𧈼	G,T	？	無
U+2723D	𧈽	G,T	？	無
U+2723E	𧈾	G,KP,T	？	無
U+2723F	𧈿	G,T	？	無
U+27240	𧉀	G,T	？	無
U+27241	𧉁	G,T	？	無
U+27242	𧉂	G,T	？	無
U+27243	𧉃	G,KP,T	？	無
U+27244	𧉄	G,T	？	無
U+27245	𧉅	G,K,T	？	無
U+27246	𧉆	G,T	？	無
U+27247	𧉇	G,KP,T	？	無
U+27248	𧉈	G,KP,T	？	無
U+27249	𧉉	G,T	？	無
U+2724A	𧉊	G,KP,T	？	無
U+2724B	𧉋	G,T	？	無
U+2724C	𧉌	G,T	？	無
U+2724D	𧉍	G,T	？	無
U+2724E	𧉎	G,T	？	無
U+2724F	𧉏	G,T	？	無
U+27250	𧉐	G,T	？	無
U+27251	𧉑	G,T	？	無
U+27252	𧉒	G,U	？	無
U+27253	𧉓	G	？	無
U+27254	𧉔	G	？	無
U+27255	𧉕	T	？	無
U+27256	𧉖	T	？	無
U+27257	𧉗	G,T	？	無
U+27258	𧉘	G,T	？	無
U+27259	𧉙	V	？	無
U+2725A	𧉚	V	？	無
U+2725B	𧉛	G,T	？	無
U+2725C	𧉜	G,T	？	無
U+2725D	𧉝	V	？	無
U+2725E	𧉞	G,T	？	無
U+2725F	𧉟	G,KP,T	？	無
U+27260	𧉠	G,T	？	無
U+27261	𧉡	G,KP,T	？	無
U+27262	𧉢	G,T	？	無
U+27263	𧉣	G,T	？	無
U+27264	𧉤	G,T	？	無
U+27265	𧉥	G,KP,T	？	無
U+27266	𧉦	G,T	？	無
U+27267	𧉧	G,H,KP,T	gip3,heoi2	無
U+27268	𧉨	G,T	？	無
U+27269	𧉩	G,T	？	無
U+2726A	𧉪	G,T	？	無
U+2726B	𧉫	G,KP,T	？	無
U+2726C	𧉬	G,T	？	無
U+2726D	𧉭	G,T	？	無
U+2726E	𧉮	G,T	？	無
U+2726F	𧉯	G,T	？	無
U+27270	𧉰	G,T	？	無
U+27271	𧉱	G	？	無
U+27272	𧉲	G	？	無
U+27273	𧉳	G,T	？	無
U+27274	𧉴	G,T	？	無
U+27275	𧉵	G,T	？	無
U+27276	𧉶	G,T	？	無
U+27277	𧉷	G,T	？	無
U+27278	𧉸	G	？	無
U+27279	𧉹	G	？	無
U+2727A	𧉺	G	？	無
U+2727B	𧉻	T,V	？	無
U+2727C	𧉼	T	？	無
U+2727D	𧉽	T	？	無
U+2727E	𧉾	T	？	無
U+2727F	𧉿	T	？	無
U+27280	𧊀	H,T	gaa1	無
U+27281	𧊁	T	？	無
U+27282	𧊂	T	？	無
U+27283	𧊃	T	？	無
U+27284	𧊄	G	？	無
U+27285	𧊅	G,H,T	gwaai2	無
U+27286	𧊆	G,T	？	無
U+27287	𧊇	G,T	？	無
U+27288	𧊈	G,T	？	無
U+27289	𧊉	V	？	無
U+2728A	𧊊	V	？	無
U+2728B	𧊋	H,V	san1	無
U+2728C	𧊌	V	？	無
U+2728D	𧊍	G,T	？	無
U+2728E	𧊎	T,V	？	無
U+2728F	𧊏	G,T	？	無
U+27290	𧊐	G,T,V	？	無
U+27291	𧊑	G,T	？	無
U+27292	𧊒	G,T	？	無
U+27293	𧊓	G,KP,T	？	無
U+27294	𧊔	G,T	？	無
U+27295	𧊕	G,T,V	？	無
U+27296	𧊖	G,T	？	無
U+27297	𧊗	G,T	？	無
U+27298	𧊘	G,T	？	無
U+27299	𧊙	G,T	？	無
U+2729A	𧊚	G,T	？	無
U+2729B	𧊛	G,T	？	無
U+2729C	𧊜	G,T	？	無
U+2729D	𧊝	G,T	？	無
U+2729E	𧊞	G,T	？	無
U+2729F	𧊟	G,T	？	無
U+272A0	𧊠	G,T	？	無
U+272A1	𧊡	G,T	？	無
U+272A2	𧊢	G,T	？	無
U+272A3	𧊣	G,T	？	無
U+272A4	𧊤	G,T	？	無
U+272A5	𧊥	G,T,U	？	無
U+272A6	𧊦	G,T	？	無
U+272A7	𧊧	G,T	？	無
U+272A8	𧊨	G,T	？	無
U+272A9	𧊩	G,T	？	無
U+272AA	𧊪	G	？	無
U+272AB	𧊫	G,T	？	無
U+272AC	𧊬	G,KP,T	？	無
U+272AD	𧊭	G,T	？	無
U+272AE	𧊮	G,T	？	無
U+272AF	𧊯	G,T	？	無
U+272B0	𧊰	G,T	？	無
U+272B1	𧊱	G,T	？	無
U+272B2	𧊲	G,H	cyun4	無
U+272B3	𧊳	G	？	無
U+272B4	𧊴	G	？	無
U+272B5	𧊵	G	gong3	無
U+272B6	𧊶	H,T	doe3	無
U+272B7	𧊷	T	？	無
U+272B8	𧊸	T	？	無
U+272B9	𧊹	T	？	無
U+272BA	𧊺	T	？	無
U+272BB	𧊻	T	？	無
U+272BC	𧊼	T	？	無
U+272BD	𧊽	G	？	無
U+272BE	𧊾	G	？	無
U+272BF	𧊿	G,T	？	無
U+272C0	𧋀	V	？	無
U+272C1	𧋁	V	？	無
U+272C2	𧋂	V	？	無
U+272C3	𧋃	V	？	無
U+272C4	𧋄	V	？	無
U+272C5	𧋅	V	？	無
U+272C6	𧋆	V	？	無
U+272C7	𧋇	V	？	無
U+272C8	𧋈	G,T	？	無
U+272C9	𧋉	G,KP,T	？	無
U+272CA	𧋊	G,T	saa1	無
U+272CB	𧋋	G,T	？	無
U+272CC	𧋌	G,T	？	無
U+272CD	𧋍	G,T,V	？	無
U+272CE	𧋎	G,T	？	無
U+272CF	𧋏	G,T	？	無
U+272D0	𧋐	G,T	？	無
U+272D1	𧋑	G,T	？	無
U+272D2	𧋒	G,T	？	無
U+272D3	𧋓	G,T	？	無
U+272D4	𧋔	G,T	？	無
U+272D5	𧋕	G,T	？	無
U+272D6	𧋖	G,KP,T	？	無
U+272D7	𧋗	G,T	？	無
U+272D8	𧋘	G,KP,T,V	？	無
U+272D9	𧋙	G,T	？	無
U+272DA	𧋚	G	？	無
U+272DB	𧋛	G,T	？	無
